filepath,label
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0057.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0205.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0102.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0470.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0131.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0769.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0885.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0746.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0422.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0153.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0973.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0266.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0991.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0587.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0614.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0913.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0537.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0431.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0784.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0724.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0885.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0413.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0562.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0812.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0569.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0365.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0626.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0747.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0314.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0621.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0872.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0828.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0007.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0547.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0585.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0009.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0731.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0420.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0504.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0014.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0770.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0321.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0921.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0156.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0886.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0092.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0435.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0072.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0691.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0440.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0139.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0428.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0073.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0024.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0119.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0159.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0801.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0738.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0367.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0977.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0459.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0246.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0188.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0708.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0372.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0140.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0874.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0718.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0596.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0761.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0969.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0740.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0787.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0422.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0543.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0474.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0847.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0113.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0573.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0779.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0590.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0301.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0706.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0917.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0996.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0822.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0670.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0387.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0361.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0521.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0841.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0258.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0801.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0540.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0331.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0957.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0971.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0318.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0755.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0656.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0075.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0475.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0810.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0779.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0947.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0906.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0024.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0927.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0103.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0943.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0450.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0385.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0359.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0272.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0222.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0641.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0432.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0968.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0857.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0409.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0829.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0793.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0943.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0994.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0539.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0378.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0658.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0818.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0483.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0134.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0112.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0862.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0969.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0250.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0689.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0868.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0380.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0662.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0843.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0229.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0327.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0645.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0870.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0013.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0159.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0448.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0899.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0206.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0566.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0417.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0392.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0116.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0214.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0783.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0031.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0671.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0114.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0387.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0896.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0104.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0461.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0074.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0662.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0802.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0120.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0679.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0642.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0352.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0208.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0239.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0039.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0700.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0441.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0096.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0163.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0887.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0784.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0861.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0582.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0801.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0515.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0337.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0705.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0048.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0673.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0042.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0150.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0197.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0339.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0354.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0475.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0610.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0403.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0594.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0881.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0235.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0659.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0558.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0888.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0568.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0762.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0145.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0841.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0267.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0174.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0453.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0001.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0138.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0454.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0813.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0651.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0209.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0825.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0260.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0554.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0734.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0762.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0205.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0826.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0384.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0273.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0694.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0501.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0096.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0042.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0278.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0431.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0962.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0925.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0588.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0154.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0362.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0743.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0585.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0669.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0702.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0320.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0598.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0414.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0404.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0178.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0815.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0272.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0982.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0742.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0578.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0811.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0343.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0730.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0011.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0491.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0533.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0425.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0058.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0102.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0029.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0473.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0559.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0266.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0769.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0590.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0991.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0858.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0154.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0719.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0662.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0419.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0993.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0808.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0251.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0356.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0064.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0074.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0416.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0817.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0374.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0371.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0436.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0679.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0464.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0353.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0262.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0179.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0215.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0371.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0932.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0796.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0902.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0965.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0541.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0882.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0836.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0113.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0122.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0837.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0768.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0747.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0232.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0028.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0403.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0378.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0233.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0338.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0193.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0457.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0561.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0106.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0434.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0441.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0157.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0138.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0320.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0773.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0479.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0513.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0250.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0653.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0211.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0885.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0093.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0103.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0143.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0851.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0375.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0634.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0084.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0854.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0880.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0077.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0628.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0066.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0767.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0838.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0249.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0794.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0227.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0191.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0927.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0710.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0170.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0181.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0237.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0355.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0056.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0627.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0995.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0228.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0094.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0548.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0406.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0151.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0357.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0394.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0217.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0347.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0120.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0335.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0253.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0588.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0513.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0168.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0567.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0078.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0404.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0145.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0336.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0516.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0472.npy,5
