filepath,speaker_id,class_label
C:\STREAMSENSE\data\raw\left\19785c4e_nohash_1.wav,229,4
C:\STREAMSENSE\data\raw\off\19785c4e_nohash_0.wav,229,7
C:\STREAMSENSE\data\raw\off\19785c4e_nohash_1.wav,229,7
C:\STREAMSENSE\data\raw\off\19785c4e_nohash_2.wav,229,7
C:\STREAMSENSE\data\raw\go\19785c4e_nohash_0.wav,229,9
C:\STREAMSENSE\data\raw\go\19785c4e_nohash_1.wav,229,9
C:\STREAMSENSE\data\raw\go\19785c4e_nohash_2.wav,229,9
C:\STREAMSENSE\data\raw\yes\7ca023e2_nohash_0.wav,1148,0
C:\STREAMSENSE\data\raw\up\7ca023e2_nohash_0.wav,1148,2
C:\STREAMSENSE\data\raw\up\7ca023e2_nohash_1.wav,1148,2
C:\STREAMSENSE\data\raw\left\7ca023e2_nohash_0.wav,1148,4
C:\STREAMSENSE\data\raw\left\7ca023e2_nohash_1.wav,1148,4
C:\STREAMSENSE\data\raw\right\7ca023e2_nohash_0.wav,1148,5
C:\STREAMSENSE\data\raw\right\7ca023e2_nohash_1.wav,1148,5
C:\STREAMSENSE\data\raw\on\7ca023e2_nohash_0.wav,1148,6
C:\STREAMSENSE\data\raw\no\30aabd44_nohash_0.wav,452,1
C:\STREAMSENSE\data\raw\left\30aabd44_nohash_0.wav,452,4
C:\STREAMSENSE\data\raw\stop\30aabd44_nohash_0.wav,452,8
C:\STREAMSENSE\data\raw\no\c7f9ffb5_nohash_0.wav,1879,1
C:\STREAMSENSE\data\raw\down\c7f9ffb5_nohash_0.wav,1879,3
C:\STREAMSENSE\data\raw\yes\1eddce1d_nohash_0.wav,294,0
C:\STREAMSENSE\data\raw\yes\1eddce1d_nohash_1.wav,294,0
C:\STREAMSENSE\data\raw\no\1eddce1d_nohash_0.wav,294,1
C:\STREAMSENSE\data\raw\no\1eddce1d_nohash_1.wav,294,1
C:\STREAMSENSE\data\raw\up\1eddce1d_nohash_0.wav,294,2
C:\STREAMSENSE\data\raw\up\1eddce1d_nohash_1.wav,294,2
C:\STREAMSENSE\data\raw\down\1eddce1d_nohash_0.wav,294,3
C:\STREAMSENSE\data\raw\down\1eddce1d_nohash_1.wav,294,3
C:\STREAMSENSE\data\raw\left\1eddce1d_nohash_0.wav,294,4
C:\STREAMSENSE\data\raw\right\1eddce1d_nohash_0.wav,294,5
C:\STREAMSENSE\data\raw\right\1eddce1d_nohash_1.wav,294,5
C:\STREAMSENSE\data\raw\right\1eddce1d_nohash_2.wav,294,5
C:\STREAMSENSE\data\raw\right\1eddce1d_nohash_3.wav,294,5
C:\STREAMSENSE\data\raw\off\1eddce1d_nohash_0.wav,294,7
C:\STREAMSENSE\data\raw\off\1eddce1d_nohash_1.wav,294,7
C:\STREAMSENSE\data\raw\stop\1eddce1d_nohash_0.wav,294,8
C:\STREAMSENSE\data\raw\yes\d0858dce_nohash_0.wav,1960,0
C:\STREAMSENSE\data\raw\down\d0858dce_nohash_0.wav,1960,3
C:\STREAMSENSE\data\raw\left\d0858dce_nohash_0.wav,1960,4
C:\STREAMSENSE\data\raw\right\d0858dce_nohash_0.wav,1960,5
C:\STREAMSENSE\data\raw\on\d0858dce_nohash_0.wav,1960,6
C:\STREAMSENSE\data\raw\stop\d0858dce_nohash_0.wav,1960,8
C:\STREAMSENSE\data\raw\go\d0858dce_nohash_0.wav,1960,9
C:\STREAMSENSE\data\raw\up\74b73f88_nohash_0.wav,1102,2
C:\STREAMSENSE\data\raw\up\74b73f88_nohash_1.wav,1102,2
C:\STREAMSENSE\data\raw\down\74b73f88_nohash_0.wav,1102,3
C:\STREAMSENSE\data\raw\left\74b73f88_nohash_0.wav,1102,4
C:\STREAMSENSE\data\raw\left\74b73f88_nohash_1.wav,1102,4
C:\STREAMSENSE\data\raw\right\74b73f88_nohash_0.wav,1102,5
C:\STREAMSENSE\data\raw\on\74b73f88_nohash_0.wav,1102,6
C:\STREAMSENSE\data\raw\on\74b73f88_nohash_1.wav,1102,6
C:\STREAMSENSE\data\raw\off\74b73f88_nohash_0.wav,1102,7
C:\STREAMSENSE\data\raw\stop\74b73f88_nohash_0.wav,1102,8
C:\STREAMSENSE\data\raw\stop\74b73f88_nohash_1.wav,1102,8
C:\STREAMSENSE\data\raw\go\74b73f88_nohash_0.wav,1102,9
C:\STREAMSENSE\data\raw\go\74b73f88_nohash_1.wav,1102,9
C:\STREAMSENSE\data\raw\go\74b73f88_nohash_2.wav,1102,9
C:\STREAMSENSE\data\raw\yes\61abbf52_nohash_0.wav,904,0
C:\STREAMSENSE\data\raw\yes\61abbf52_nohash_1.wav,904,0
C:\STREAMSENSE\data\raw\yes\61abbf52_nohash_2.wav,904,0
C:\STREAMSENSE\data\raw\yes\61abbf52_nohash_3.wav,904,0
C:\STREAMSENSE\data\raw\yes\61abbf52_nohash_4.wav,904,0
C:\STREAMSENSE\data\raw\no\61abbf52_nohash_0.wav,904,1
C:\STREAMSENSE\data\raw\no\61abbf52_nohash_1.wav,904,1
C:\STREAMSENSE\data\raw\no\61abbf52_nohash_2.wav,904,1
C:\STREAMSENSE\data\raw\no\61abbf52_nohash_3.wav,904,1
C:\STREAMSENSE\data\raw\no\61abbf52_nohash_4.wav,904,1
C:\STREAMSENSE\data\raw\up\61abbf52_nohash_0.wav,904,2
C:\STREAMSENSE\data\raw\up\61abbf52_nohash_1.wav,904,2
C:\STREAMSENSE\data\raw\up\61abbf52_nohash_2.wav,904,2
C:\STREAMSENSE\data\raw\up\61abbf52_nohash_3.wav,904,2
C:\STREAMSENSE\data\raw\down\61abbf52_nohash_0.wav,904,3
C:\STREAMSENSE\data\raw\down\61abbf52_nohash_1.wav,904,3
C:\STREAMSENSE\data\raw\down\61abbf52_nohash_2.wav,904,3
C:\STREAMSENSE\data\raw\down\61abbf52_nohash_3.wav,904,3
C:\STREAMSENSE\data\raw\left\61abbf52_nohash_0.wav,904,4
C:\STREAMSENSE\data\raw\left\61abbf52_nohash_1.wav,904,4
C:\STREAMSENSE\data\raw\left\61abbf52_nohash_2.wav,904,4
C:\STREAMSENSE\data\raw\left\61abbf52_nohash_3.wav,904,4
C:\STREAMSENSE\data\raw\left\61abbf52_nohash_4.wav,904,4
C:\STREAMSENSE\data\raw\right\61abbf52_nohash_0.wav,904,5
C:\STREAMSENSE\data\raw\right\61abbf52_nohash_1.wav,904,5
C:\STREAMSENSE\data\raw\right\61abbf52_nohash_2.wav,904,5
C:\STREAMSENSE\data\raw\right\61abbf52_nohash_3.wav,904,5
C:\STREAMSENSE\data\raw\on\61abbf52_nohash_0.wav,904,6
C:\STREAMSENSE\data\raw\on\61abbf52_nohash_1.wav,904,6
C:\STREAMSENSE\data\raw\on\61abbf52_nohash_2.wav,904,6
C:\STREAMSENSE\data\raw\on\61abbf52_nohash_3.wav,904,6
C:\STREAMSENSE\data\raw\on\61abbf52_nohash_4.wav,904,6
C:\STREAMSENSE\data\raw\off\61abbf52_nohash_0.wav,904,7
C:\STREAMSENSE\data\raw\off\61abbf52_nohash_1.wav,904,7
C:\STREAMSENSE\data\raw\off\61abbf52_nohash_2.wav,904,7
C:\STREAMSENSE\data\raw\off\61abbf52_nohash_3.wav,904,7
C:\STREAMSENSE\data\raw\off\61abbf52_nohash_4.wav,904,7
C:\STREAMSENSE\data\raw\stop\61abbf52_nohash_0.wav,904,8
C:\STREAMSENSE\data\raw\stop\61abbf52_nohash_1.wav,904,8
C:\STREAMSENSE\data\raw\stop\61abbf52_nohash_2.wav,904,8
C:\STREAMSENSE\data\raw\stop\61abbf52_nohash_3.wav,904,8
C:\STREAMSENSE\data\raw\stop\61abbf52_nohash_4.wav,904,8
C:\STREAMSENSE\data\raw\stop\61abbf52_nohash_5.wav,904,8
C:\STREAMSENSE\data\raw\go\61abbf52_nohash_0.wav,904,9
C:\STREAMSENSE\data\raw\go\61abbf52_nohash_1.wav,904,9
C:\STREAMSENSE\data\raw\go\61abbf52_nohash_2.wav,904,9
C:\STREAMSENSE\data\raw\go\61abbf52_nohash_3.wav,904,9
C:\STREAMSENSE\data\raw\yes\0c5027de_nohash_0.wav,105,0
C:\STREAMSENSE\data\raw\no\0c5027de_nohash_0.wav,105,1
C:\STREAMSENSE\data\raw\no\0c5027de_nohash_1.wav,105,1
C:\STREAMSENSE\data\raw\up\0c5027de_nohash_0.wav,105,2
C:\STREAMSENSE\data\raw\up\0c5027de_nohash_1.wav,105,2
C:\STREAMSENSE\data\raw\left\0c5027de_nohash_0.wav,105,4
C:\STREAMSENSE\data\raw\right\0c5027de_nohash_0.wav,105,5
C:\STREAMSENSE\data\raw\right\0c5027de_nohash_1.wav,105,5
C:\STREAMSENSE\data\raw\on\0c5027de_nohash_0.wav,105,6
C:\STREAMSENSE\data\raw\off\0c5027de_nohash_0.wav,105,7
C:\STREAMSENSE\data\raw\go\0c5027de_nohash_0.wav,105,9
C:\STREAMSENSE\data\raw\yes\0f7266cf_nohash_0.wav,129,0
C:\STREAMSENSE\data\raw\yes\0f7266cf_nohash_1.wav,129,0
C:\STREAMSENSE\data\raw\yes\0f7266cf_nohash_2.wav,129,0
C:\STREAMSENSE\data\raw\yes\0f7266cf_nohash_3.wav,129,0
C:\STREAMSENSE\data\raw\yes\0f7266cf_nohash_4.wav,129,0
C:\STREAMSENSE\data\raw\no\0f7266cf_nohash_0.wav,129,1
C:\STREAMSENSE\data\raw\no\0f7266cf_nohash_1.wav,129,1
C:\STREAMSENSE\data\raw\no\0f7266cf_nohash_2.wav,129,1
C:\STREAMSENSE\data\raw\no\0f7266cf_nohash_3.wav,129,1
C:\STREAMSENSE\data\raw\no\0f7266cf_nohash_4.wav,129,1
C:\STREAMSENSE\data\raw\up\0f7266cf_nohash_0.wav,129,2
C:\STREAMSENSE\data\raw\up\0f7266cf_nohash_1.wav,129,2
C:\STREAMSENSE\data\raw\up\0f7266cf_nohash_2.wav,129,2
C:\STREAMSENSE\data\raw\up\0f7266cf_nohash_3.wav,129,2
C:\STREAMSENSE\data\raw\down\0f7266cf_nohash_0.wav,129,3
C:\STREAMSENSE\data\raw\down\0f7266cf_nohash_1.wav,129,3
C:\STREAMSENSE\data\raw\down\0f7266cf_nohash_2.wav,129,3
C:\STREAMSENSE\data\raw\down\0f7266cf_nohash_3.wav,129,3
C:\STREAMSENSE\data\raw\down\0f7266cf_nohash_4.wav,129,3
C:\STREAMSENSE\data\raw\left\0f7266cf_nohash_0.wav,129,4
C:\STREAMSENSE\data\raw\left\0f7266cf_nohash_1.wav,129,4
C:\STREAMSENSE\data\raw\left\0f7266cf_nohash_2.wav,129,4
C:\STREAMSENSE\data\raw\right\0f7266cf_nohash_0.wav,129,5
C:\STREAMSENSE\data\raw\right\0f7266cf_nohash_1.wav,129,5
C:\STREAMSENSE\data\raw\right\0f7266cf_nohash_2.wav,129,5
C:\STREAMSENSE\data\raw\right\0f7266cf_nohash_3.wav,129,5
C:\STREAMSENSE\data\raw\right\0f7266cf_nohash_4.wav,129,5
C:\STREAMSENSE\data\raw\on\0f7266cf_nohash_0.wav,129,6
C:\STREAMSENSE\data\raw\on\0f7266cf_nohash_1.wav,129,6
C:\STREAMSENSE\data\raw\on\0f7266cf_nohash_2.wav,129,6
C:\STREAMSENSE\data\raw\on\0f7266cf_nohash_3.wav,129,6
C:\STREAMSENSE\data\raw\on\0f7266cf_nohash_4.wav,129,6
C:\STREAMSENSE\data\raw\off\0f7266cf_nohash_0.wav,129,7
C:\STREAMSENSE\data\raw\off\0f7266cf_nohash_1.wav,129,7
C:\STREAMSENSE\data\raw\off\0f7266cf_nohash_2.wav,129,7
C:\STREAMSENSE\data\raw\off\0f7266cf_nohash_3.wav,129,7
C:\STREAMSENSE\data\raw\off\0f7266cf_nohash_4.wav,129,7
C:\STREAMSENSE\data\raw\stop\0f7266cf_nohash_0.wav,129,8
C:\STREAMSENSE\data\raw\stop\0f7266cf_nohash_1.wav,129,8
C:\STREAMSENSE\data\raw\stop\0f7266cf_nohash_2.wav,129,8
C:\STREAMSENSE\data\raw\stop\0f7266cf_nohash_3.wav,129,8
C:\STREAMSENSE\data\raw\stop\0f7266cf_nohash_4.wav,129,8
C:\STREAMSENSE\data\raw\go\0f7266cf_nohash_0.wav,129,9
C:\STREAMSENSE\data\raw\go\0f7266cf_nohash_1.wav,129,9
C:\STREAMSENSE\data\raw\go\0f7266cf_nohash_2.wav,129,9
C:\STREAMSENSE\data\raw\go\0f7266cf_nohash_3.wav,129,9
C:\STREAMSENSE\data\raw\go\0f7266cf_nohash_4.wav,129,9
C:\STREAMSENSE\data\raw\yes\2c727642_nohash_0.wav,418,0
C:\STREAMSENSE\data\raw\yes\2c727642_nohash_1.wav,418,0
C:\STREAMSENSE\data\raw\up\2c727642_nohash_0.wav,418,2
C:\STREAMSENSE\data\raw\up\2c727642_nohash_1.wav,418,2
C:\STREAMSENSE\data\raw\off\2c727642_nohash_0.wav,418,7
C:\STREAMSENSE\data\raw\stop\2c727642_nohash_0.wav,418,8
C:\STREAMSENSE\data\raw\go\2c727642_nohash_0.wav,418,9
C:\STREAMSENSE\data\raw\yes\24b82192_nohash_0.wav,352,0
C:\STREAMSENSE\data\raw\down\24b82192_nohash_0.wav,352,3
C:\STREAMSENSE\data\raw\down\24b82192_nohash_1.wav,352,3
C:\STREAMSENSE\data\raw\down\24b82192_nohash_2.wav,352,3
C:\STREAMSENSE\data\raw\left\24b82192_nohash_0.wav,352,4
C:\STREAMSENSE\data\raw\right\24b82192_nohash_0.wav,352,5
C:\STREAMSENSE\data\raw\right\24b82192_nohash_1.wav,352,5
C:\STREAMSENSE\data\raw\on\24b82192_nohash_0.wav,352,6
C:\STREAMSENSE\data\raw\on\24b82192_nohash_1.wav,352,6
C:\STREAMSENSE\data\raw\go\24b82192_nohash_0.wav,352,9
C:\STREAMSENSE\data\raw\yes\d37e4bf1_nohash_0.wav,1983,0
C:\STREAMSENSE\data\raw\down\d37e4bf1_nohash_0.wav,1983,3
C:\STREAMSENSE\data\raw\down\d37e4bf1_nohash_1.wav,1983,3
C:\STREAMSENSE\data\raw\down\d37e4bf1_nohash_2.wav,1983,3
C:\STREAMSENSE\data\raw\left\d37e4bf1_nohash_0.wav,1983,4
C:\STREAMSENSE\data\raw\left\d37e4bf1_nohash_1.wav,1983,4
C:\STREAMSENSE\data\raw\left\d37e4bf1_nohash_2.wav,1983,4
C:\STREAMSENSE\data\raw\on\d37e4bf1_nohash_0.wav,1983,6
C:\STREAMSENSE\data\raw\stop\d37e4bf1_nohash_0.wav,1983,8
C:\STREAMSENSE\data\raw\yes\da2c5f1b_nohash_0.wav,2045,0
C:\STREAMSENSE\data\raw\yes\da2c5f1b_nohash_1.wav,2045,0
C:\STREAMSENSE\data\raw\yes\da2c5f1b_nohash_2.wav,2045,0
C:\STREAMSENSE\data\raw\no\da2c5f1b_nohash_0.wav,2045,1
C:\STREAMSENSE\data\raw\up\da2c5f1b_nohash_0.wav,2045,2
C:\STREAMSENSE\data\raw\up\da2c5f1b_nohash_1.wav,2045,2
C:\STREAMSENSE\data\raw\up\da2c5f1b_nohash_2.wav,2045,2
C:\STREAMSENSE\data\raw\up\da2c5f1b_nohash_3.wav,2045,2
C:\STREAMSENSE\data\raw\up\da2c5f1b_nohash_4.wav,2045,2
C:\STREAMSENSE\data\raw\down\da2c5f1b_nohash_0.wav,2045,3
C:\STREAMSENSE\data\raw\right\da2c5f1b_nohash_0.wav,2045,5
C:\STREAMSENSE\data\raw\off\da2c5f1b_nohash_0.wav,2045,7
C:\STREAMSENSE\data\raw\off\da2c5f1b_nohash_1.wav,2045,7
C:\STREAMSENSE\data\raw\stop\da2c5f1b_nohash_0.wav,2045,8
C:\STREAMSENSE\data\raw\go\da2c5f1b_nohash_0.wav,2045,9
C:\STREAMSENSE\data\raw\yes\94de6a6a_nohash_0.wav,1381,0
C:\STREAMSENSE\data\raw\yes\94de6a6a_nohash_1.wav,1381,0
C:\STREAMSENSE\data\raw\yes\94de6a6a_nohash_2.wav,1381,0
C:\STREAMSENSE\data\raw\yes\94de6a6a_nohash_3.wav,1381,0
C:\STREAMSENSE\data\raw\yes\94de6a6a_nohash_4.wav,1381,0
C:\STREAMSENSE\data\raw\no\94de6a6a_nohash_0.wav,1381,1
C:\STREAMSENSE\data\raw\no\94de6a6a_nohash_1.wav,1381,1
C:\STREAMSENSE\data\raw\no\94de6a6a_nohash_2.wav,1381,1
C:\STREAMSENSE\data\raw\no\94de6a6a_nohash_3.wav,1381,1
C:\STREAMSENSE\data\raw\no\94de6a6a_nohash_4.wav,1381,1
C:\STREAMSENSE\data\raw\up\94de6a6a_nohash_0.wav,1381,2
C:\STREAMSENSE\data\raw\up\94de6a6a_nohash_1.wav,1381,2
C:\STREAMSENSE\data\raw\up\94de6a6a_nohash_2.wav,1381,2
C:\STREAMSENSE\data\raw\up\94de6a6a_nohash_3.wav,1381,2
C:\STREAMSENSE\data\raw\down\94de6a6a_nohash_0.wav,1381,3
C:\STREAMSENSE\data\raw\down\94de6a6a_nohash_1.wav,1381,3
C:\STREAMSENSE\data\raw\down\94de6a6a_nohash_2.wav,1381,3
C:\STREAMSENSE\data\raw\down\94de6a6a_nohash_3.wav,1381,3
C:\STREAMSENSE\data\raw\down\94de6a6a_nohash_4.wav,1381,3
C:\STREAMSENSE\data\raw\left\94de6a6a_nohash_0.wav,1381,4
C:\STREAMSENSE\data\raw\left\94de6a6a_nohash_1.wav,1381,4
C:\STREAMSENSE\data\raw\left\94de6a6a_nohash_2.wav,1381,4
C:\STREAMSENSE\data\raw\left\94de6a6a_nohash_3.wav,1381,4
C:\STREAMSENSE\data\raw\left\94de6a6a_nohash_4.wav,1381,4
C:\STREAMSENSE\data\raw\right\94de6a6a_nohash_0.wav,1381,5
C:\STREAMSENSE\data\raw\right\94de6a6a_nohash_1.wav,1381,5
C:\STREAMSENSE\data\raw\right\94de6a6a_nohash_2.wav,1381,5
C:\STREAMSENSE\data\raw\right\94de6a6a_nohash_3.wav,1381,5
C:\STREAMSENSE\data\raw\right\94de6a6a_nohash_4.wav,1381,5
C:\STREAMSENSE\data\raw\on\94de6a6a_nohash_0.wav,1381,6
C:\STREAMSENSE\data\raw\on\94de6a6a_nohash_1.wav,1381,6
C:\STREAMSENSE\data\raw\on\94de6a6a_nohash_2.wav,1381,6
C:\STREAMSENSE\data\raw\on\94de6a6a_nohash_3.wav,1381,6
C:\STREAMSENSE\data\raw\off\94de6a6a_nohash_0.wav,1381,7
C:\STREAMSENSE\data\raw\off\94de6a6a_nohash_1.wav,1381,7
C:\STREAMSENSE\data\raw\off\94de6a6a_nohash_2.wav,1381,7
C:\STREAMSENSE\data\raw\stop\94de6a6a_nohash_0.wav,1381,8
C:\STREAMSENSE\data\raw\stop\94de6a6a_nohash_1.wav,1381,8
C:\STREAMSENSE\data\raw\stop\94de6a6a_nohash_2.wav,1381,8
C:\STREAMSENSE\data\raw\stop\94de6a6a_nohash_3.wav,1381,8
C:\STREAMSENSE\data\raw\stop\94de6a6a_nohash_4.wav,1381,8
C:\STREAMSENSE\data\raw\go\94de6a6a_nohash_0.wav,1381,9
C:\STREAMSENSE\data\raw\go\94de6a6a_nohash_1.wav,1381,9
C:\STREAMSENSE\data\raw\go\94de6a6a_nohash_2.wav,1381,9
C:\STREAMSENSE\data\raw\go\94de6a6a_nohash_3.wav,1381,9
C:\STREAMSENSE\data\raw\yes\15574821_nohash_0.wav,182,0
C:\STREAMSENSE\data\raw\yes\15574821_nohash_1.wav,182,0
C:\STREAMSENSE\data\raw\yes\15574821_nohash_2.wav,182,0
C:\STREAMSENSE\data\raw\no\15574821_nohash_0.wav,182,1
C:\STREAMSENSE\data\raw\up\15574821_nohash_0.wav,182,2
C:\STREAMSENSE\data\raw\up\15574821_nohash_1.wav,182,2
C:\STREAMSENSE\data\raw\on\15574821_nohash_0.wav,182,6
C:\STREAMSENSE\data\raw\yes\f2e59fea_nohash_0.wav,2276,0
C:\STREAMSENSE\data\raw\yes\f2e59fea_nohash_1.wav,2276,0
C:\STREAMSENSE\data\raw\yes\f2e59fea_nohash_2.wav,2276,0
C:\STREAMSENSE\data\raw\yes\f2e59fea_nohash_3.wav,2276,0
C:\STREAMSENSE\data\raw\no\f2e59fea_nohash_0.wav,2276,1
C:\STREAMSENSE\data\raw\no\f2e59fea_nohash_1.wav,2276,1
C:\STREAMSENSE\data\raw\no\f2e59fea_nohash_2.wav,2276,1
C:\STREAMSENSE\data\raw\no\f2e59fea_nohash_3.wav,2276,1
C:\STREAMSENSE\data\raw\no\f2e59fea_nohash_4.wav,2276,1
C:\STREAMSENSE\data\raw\up\f2e59fea_nohash_0.wav,2276,2
C:\STREAMSENSE\data\raw\up\f2e59fea_nohash_1.wav,2276,2
C:\STREAMSENSE\data\raw\up\f2e59fea_nohash_2.wav,2276,2
C:\STREAMSENSE\data\raw\up\f2e59fea_nohash_3.wav,2276,2
C:\STREAMSENSE\data\raw\up\f2e59fea_nohash_4.wav,2276,2
C:\STREAMSENSE\data\raw\down\f2e59fea_nohash_0.wav,2276,3
C:\STREAMSENSE\data\raw\down\f2e59fea_nohash_1.wav,2276,3
C:\STREAMSENSE\data\raw\down\f2e59fea_nohash_2.wav,2276,3
C:\STREAMSENSE\data\raw\down\f2e59fea_nohash_3.wav,2276,3
C:\STREAMSENSE\data\raw\down\f2e59fea_nohash_4.wav,2276,3
C:\STREAMSENSE\data\raw\left\f2e59fea_nohash_0.wav,2276,4
C:\STREAMSENSE\data\raw\left\f2e59fea_nohash_1.wav,2276,4
C:\STREAMSENSE\data\raw\left\f2e59fea_nohash_2.wav,2276,4
C:\STREAMSENSE\data\raw\left\f2e59fea_nohash_3.wav,2276,4
C:\STREAMSENSE\data\raw\left\f2e59fea_nohash_4.wav,2276,4
C:\STREAMSENSE\data\raw\right\f2e59fea_nohash_0.wav,2276,5
C:\STREAMSENSE\data\raw\right\f2e59fea_nohash_1.wav,2276,5
C:\STREAMSENSE\data\raw\right\f2e59fea_nohash_2.wav,2276,5
C:\STREAMSENSE\data\raw\right\f2e59fea_nohash_3.wav,2276,5
C:\STREAMSENSE\data\raw\on\f2e59fea_nohash_0.wav,2276,6
C:\STREAMSENSE\data\raw\on\f2e59fea_nohash_1.wav,2276,6
C:\STREAMSENSE\data\raw\on\f2e59fea_nohash_2.wav,2276,6
C:\STREAMSENSE\data\raw\on\f2e59fea_nohash_3.wav,2276,6
C:\STREAMSENSE\data\raw\off\f2e59fea_nohash_0.wav,2276,7
C:\STREAMSENSE\data\raw\off\f2e59fea_nohash_1.wav,2276,7
C:\STREAMSENSE\data\raw\off\f2e59fea_nohash_2.wav,2276,7
C:\STREAMSENSE\data\raw\stop\f2e59fea_nohash_0.wav,2276,8
C:\STREAMSENSE\data\raw\stop\f2e59fea_nohash_1.wav,2276,8
C:\STREAMSENSE\data\raw\stop\f2e59fea_nohash_2.wav,2276,8
C:\STREAMSENSE\data\raw\stop\f2e59fea_nohash_3.wav,2276,8
C:\STREAMSENSE\data\raw\go\f2e59fea_nohash_0.wav,2276,9
C:\STREAMSENSE\data\raw\go\f2e59fea_nohash_1.wav,2276,9
C:\STREAMSENSE\data\raw\go\f2e59fea_nohash_2.wav,2276,9
C:\STREAMSENSE\data\raw\go\f2e59fea_nohash_3.wav,2276,9
C:\STREAMSENSE\data\raw\yes\66774579_nohash_0.wav,962,0
C:\STREAMSENSE\data\raw\up\66774579_nohash_0.wav,962,2
C:\STREAMSENSE\data\raw\up\66774579_nohash_1.wav,962,2
C:\STREAMSENSE\data\raw\down\66774579_nohash_0.wav,962,3
C:\STREAMSENSE\data\raw\down\66774579_nohash_1.wav,962,3
C:\STREAMSENSE\data\raw\on\66774579_nohash_0.wav,962,6
C:\STREAMSENSE\data\raw\stop\66774579_nohash_0.wav,962,8
C:\STREAMSENSE\data\raw\go\66774579_nohash_0.wav,962,9
C:\STREAMSENSE\data\raw\go\66774579_nohash_1.wav,962,9
C:\STREAMSENSE\data\raw\yes\08ab231c_nohash_0.wav,72,0
C:\STREAMSENSE\data\raw\yes\08ab231c_nohash_1.wav,72,0
C:\STREAMSENSE\data\raw\yes\08ab231c_nohash_2.wav,72,0
C:\STREAMSENSE\data\raw\yes\08ab231c_nohash_3.wav,72,0
C:\STREAMSENSE\data\raw\yes\08ab231c_nohash_4.wav,72,0
C:\STREAMSENSE\data\raw\no\08ab231c_nohash_0.wav,72,1
C:\STREAMSENSE\data\raw\no\08ab231c_nohash_1.wav,72,1
C:\STREAMSENSE\data\raw\no\08ab231c_nohash_2.wav,72,1
C:\STREAMSENSE\data\raw\up\08ab231c_nohash_0.wav,72,2
C:\STREAMSENSE\data\raw\up\08ab231c_nohash_1.wav,72,2
C:\STREAMSENSE\data\raw\up\08ab231c_nohash_2.wav,72,2
C:\STREAMSENSE\data\raw\up\08ab231c_nohash_3.wav,72,2
C:\STREAMSENSE\data\raw\down\08ab231c_nohash_0.wav,72,3
C:\STREAMSENSE\data\raw\down\08ab231c_nohash_1.wav,72,3
C:\STREAMSENSE\data\raw\down\08ab231c_nohash_2.wav,72,3
C:\STREAMSENSE\data\raw\down\08ab231c_nohash_3.wav,72,3
C:\STREAMSENSE\data\raw\down\08ab231c_nohash_4.wav,72,3
C:\STREAMSENSE\data\raw\left\08ab231c_nohash_0.wav,72,4
C:\STREAMSENSE\data\raw\left\08ab231c_nohash_1.wav,72,4
C:\STREAMSENSE\data\raw\left\08ab231c_nohash_2.wav,72,4
C:\STREAMSENSE\data\raw\left\08ab231c_nohash_3.wav,72,4
C:\STREAMSENSE\data\raw\right\08ab231c_nohash_0.wav,72,5
C:\STREAMSENSE\data\raw\right\08ab231c_nohash_1.wav,72,5
C:\STREAMSENSE\data\raw\right\08ab231c_nohash_2.wav,72,5
C:\STREAMSENSE\data\raw\right\08ab231c_nohash_3.wav,72,5
C:\STREAMSENSE\data\raw\on\08ab231c_nohash_0.wav,72,6
C:\STREAMSENSE\data\raw\on\08ab231c_nohash_1.wav,72,6
C:\STREAMSENSE\data\raw\on\08ab231c_nohash_2.wav,72,6
C:\STREAMSENSE\data\raw\on\08ab231c_nohash_3.wav,72,6
C:\STREAMSENSE\data\raw\off\08ab231c_nohash_0.wav,72,7
C:\STREAMSENSE\data\raw\off\08ab231c_nohash_1.wav,72,7
C:\STREAMSENSE\data\raw\off\08ab231c_nohash_2.wav,72,7
C:\STREAMSENSE\data\raw\off\08ab231c_nohash_3.wav,72,7
C:\STREAMSENSE\data\raw\off\08ab231c_nohash_4.wav,72,7
C:\STREAMSENSE\data\raw\stop\08ab231c_nohash_0.wav,72,8
C:\STREAMSENSE\data\raw\stop\08ab231c_nohash_1.wav,72,8
C:\STREAMSENSE\data\raw\stop\08ab231c_nohash_2.wav,72,8
C:\STREAMSENSE\data\raw\stop\08ab231c_nohash_3.wav,72,8
C:\STREAMSENSE\data\raw\stop\08ab231c_nohash_4.wav,72,8
C:\STREAMSENSE\data\raw\go\08ab231c_nohash_0.wav,72,9
C:\STREAMSENSE\data\raw\go\08ab231c_nohash_1.wav,72,9
C:\STREAMSENSE\data\raw\go\08ab231c_nohash_2.wav,72,9
C:\STREAMSENSE\data\raw\go\08ab231c_nohash_3.wav,72,9
C:\STREAMSENSE\data\raw\go\08ab231c_nohash_4.wav,72,9
C:\STREAMSENSE\data\raw\yes\97101ef3_nohash_0.wav,1402,0
C:\STREAMSENSE\data\raw\up\97101ef3_nohash_0.wav,1402,2
C:\STREAMSENSE\data\raw\right\97101ef3_nohash_0.wav,1402,5
C:\STREAMSENSE\data\raw\right\97101ef3_nohash_1.wav,1402,5
C:\STREAMSENSE\data\raw\on\97101ef3_nohash_0.wav,1402,6
C:\STREAMSENSE\data\raw\off\97101ef3_nohash_0.wav,1402,7
